time,open,high,low,close,EMA,EMA,EMA,EMA,MA,MA,MA,MA,Basis,Upper,Lower,Volume,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,%K,%D,OnBalanceVolume,Accumulation/Distribution,DI+,DI-,ADX,Aroon Up,Aroon Down
2001-08-01,42.63699,43.5,42.41,43.10001,54.231944327050364,46.46341418330384,43.46792912080894,42.194578931781436,54.44131470000012,43.70569909999982,44.02139960000014,41.890998499999974,41.890998499999974,43.95797000735553,39.82402699264442,53861104,52.71781384391463,45.051309728452466,NaN,NaN,NaN,NaN,NaN,NaN,0.2029392535240333,-0.5570184829133922,-0.7599577364374255,74.0237773901902,56.18500556967237,17173974,-885620633.4836057,21.08935377301777,19.395251541386425,11.828349993118573,7.142857142857143,57.142857142857146
2001-08-02,43.799,44.004,42.82001,43.91,54.12923841334837,46.41285152620871,43.485265233718394,42.35795236684987,54.25273970000013,43.72179909999983,43.88159980000014,41.91399849999998,41.91399849999998,44.058627019865156,39.7693699801348,53163392,55.99595001102909,45.6601868350437,NaN,NaN,NaN,NaN,55.99595001102909,NaN,0.3231690185316529,-0.3559964632728594,-0.6791654818045123,97.99744354495097,73.29089386084176,70337366,-840898797.3210707,22.19242004979158,18.399177566399928,12.450451032857858,0,50
2001-08-03,43.53,43.53,42.56,43.17999,54.020290667941914,46.34883446628379,43.47329365592552,42.43624166524512,54.07738965000012,43.709098999999824,43.77219980000014,41.99049849999997,41.99049849999997,44.200165734272936,39.78083126572701,51510000,52.4654464864407,46.2176072810111,NaN,NaN,NaN,NaN,NaN,NaN,0.3411899413307099,-0.25267805514112496,-0.5938679964718349,82.44546229228798,84.82222774247639,18827366,-826562024.3313805,20.87594469886933,18.45024236748124,12.353749480379715,92.85714285714286,42.857142857142854
2001-08-06,42.539,42.85001,42.35001,42.5,53.90566091005194,46.272619922396984,43.43512527726177,42.44231388760273,53.89988965000012,43.69659899999982,43.62420000000014,42.01499899999997,42.01499899999997,44.23582554887938,39.79417245112055,31099104,49.34456175496222,46.273931229896064,NaN,NaN,NaN,NaN,NaN,NaN,0.29661817404870494,-0.2230952789109537,-0.5197134529596587,67.95909671921603,82.80066751881833,-12271738,-839002909.8955401,20.08700851704126,18.709128980207478,11.86888718962025,85.71428571428571,35.714285714285715
2001-08-07,42.10001,42.82001,41.94,42.28,53.78998269204148,46.19355814175546,43.38982624678091,42.42685542211675,53.68597715000013,43.69789909999982,43.489999800000135,42.10399899999997,42.10399899999997,44.21477783071731,39.99322016928264,38353600,48.34262700267626,46.66213102723335,NaN,NaN,NaN,NaN,NaN,NaN,0.24383048129922863,-0.21492535133562285,-0.4587558326348515,63.2722624627184,71.22560715807414,-50625338,-847719973.9470849,19.256071531533202,19.862536497504525,11.015806322078642,78.57142857142857,28.571428571428573
2001-08-08,41.85001,42.64999,40.3,40.5,53.65774405828982,46.080814416176146,43.27649972729931,42.243345381915155,53.456914650000115,43.69189899999982,43.377599800000134,42.07899899999997,42.07899899999997,44.25240348886216,39.90559451113778,76057312,41.075467901402355,46.246160289601406,NaN,NaN,NaN,NaN,NaN,NaN,0.08854912917285113,-0.3480694211687876,-0.4366185503416387,25.3515125692373,52.19429058372392,-126682650,-910831305.4109974,17.208837676791113,25.170376094900977,11.760387787289474,71.42857142857143,21.428571428571427
2001-08-09,40.41,40.88,39.98,40.67,53.528512774127734,45.973669576251865,43.17428405171894,42.0935029645899,53.22932715000012,43.66599909999982,43.302400000000134,41.932498499999966,41.932498499999966,44.070768415184425,39.79422858481551,66830688,41.972650329622844,46.12881933147349,NaN,NaN,NaN,NaN,NaN,NaN,0.0014094651173170991,-0.43485671894499234,-0.43626618406230944,28.973157221985527,39.19897741798041,-59851962,-875188271.8109974,16.485943462368976,25.606627879527167,12.471319546567432,64.28571428571429,14.285714285714286
2001-08-10,40.429,40.75,39.23,40.28,53.39668677637522,45.86092364404886,43.060782716357416,41.92078839653372,53.01853965000012,43.66529899999982,43.213400000000135,41.78899899999997,41.78899899999997,43.96604354528772,39.61195445471222,68480880,40.45100208175763,46.13143971343329,NaN,NaN,NaN,NaN,NaN,NaN,-0.0741934079920119,-0.5290079440523243,-0.4548145360603124,21.994134897360787,25.439601562861203,-128332842,-849057409.705734,15.315776098300077,27.291365005328817,13.165145553021665,57.142857142857146,100
2001-08-13,40.59,41.34,40.2,41.10001,53.27433178357546,45.766648126344926,42.98388966865713,41.842619025435276,52.83466470000012,43.67279899999982,43.114400200000134,41.726498999999976,41.726498999999976,43.90729987402851,39.54569812597144,48420608,44.968504724337,46.55425266924073,NaN,NaN,NaN,NaN,NaN,NaN,-0.061212903324223356,-0.5313306652155916,-0.4701177618913682,39.170716380393806,30.046002833246703,-79912234,-821023576.6424363,17.29152371300707,25.81159260158566,12.616900098180974,50,92.85714285714286
2001-08-14,41.49001,41.7,40.53999,40.60001,53.148219129012524,45.664338460476706,42.890404191454884,41.72427530872715,52.63828975000011,43.65079909999982,43.00980040000014,41.59149949999997,41.59149949999997,43.69901163666514,39.4839873633348,51157104,42.83469740731348,46.707390499157164,NaN,NaN,NaN,NaN,NaN,NaN,-0.07749095094208486,-0.5669814505689743,-0.48949049962688945,28.697318810222043,29.954056695992207,-131069338,-866886848.0339593,18.062278201748995,24.36395762805646,11.717693834519384,42.857142857142854,85.71428571428571
2001-08-15,40.62,40.92999,39.07001,39.10001,53.00843595359947,45.53435175828905,42.741761281986065,41.47434527932457,52.435196050000116,43.61379919999982,42.834800400000134,41.464000499999976,41.464000499999976,43.83410665462435,39.0938943453756,58797904,37.14086471033332,46.25315657023271,NaN,NaN,NaN,NaN,NaN,NaN,-0.1748954164115728,-0.7081097701413555,-0.5332143537297827,0.608027174761077,22.825354121792305,-189867242,-923788025.0584008,16.46749038891609,29.190811624350125,12.733014411769291,35.714285714285715,100
2001-08-16,38.649,39.59,38.041,39.56,52.874620670479075,45.416047763075404,42.61698632975132,41.292026681293656,52.24916795000011,43.591299199999824,42.67640040000013,41.31000049999997,41.31000049999997,43.753560976065486,38.86644002393446,68197376,39.7842525920596,45.715751516396445,NaN,NaN,NaN,NaN,NaN,NaN,-0.19256164093971484,-0.7739164049044263,-0.5813547639647114,25.473754821398714,18.259700268793942,-121669866,-858232251.7440045,15.25915191309707,31.923363369088896,14.569159507251646,28.571428571428573,100
2001-08-17,38.44099,38.8,37.71001,37.75999,52.72422633544943,45.26444265885609,42.426515885447344,40.95564223545617,52.02945230000012,43.53639909999982,42.45760020000014,41.115500499999975,41.115500499999975,43.99943238861803,38.23156861138192,56641808,33.79519300380562,44.82118309499837,NaN,NaN,NaN,NaN,NaN,NaN,-0.30311242144744577,-0.9602452907740187,-0.6571328693265729,0.7940908708149363,8.958624288991572,-178311674,-909679594.5400296,13.943238016405232,30.7132835130709,16.59720510036625,21.428571428571427,100
2001-08-20,37.85001,38.64999,37.52,38.28,52.58050269032058,45.12613686363122,42.26390741935137,40.700819165412724,51.81585230000012,43.522199099999824,42.276200000000124,40.99900049999997,40.99900049999997,44.1326374611347,37.865363538865246,49921296,36.75716026455564,44.11758515101498,NaN,NaN,NaN,NaN,NaN,NaN,-0.3173370766475112,-1.053804215135962,-0.7364671384884507,11.721159777914846,12.663001823376165,-128390378,-892449526.4394625,13.194744627865662,29.967213711415262,19.112776788557085,14.285714285714286,100
2001-08-21,38.28999,38.64999,36.64999,36.69,52.422388235690526,44.95908464850981,42.045322814670925,40.31883638775437,51.58930230000012,43.49959909999982,42.08900000000013,40.82600099999998,40.82600099999998,44.468705845601086,37.18329615439887,56401600,32.03741736892333,42.64041397422989,NaN,NaN,32.03741736892333,NaN,NaN,NaN,-0.4043733361647124,-1.2419338086943412,-0.8375604725296288,0.544056915886642,4.353102521538808,-184791978,-946594498.4234629,11.969966706488353,31.223416140292294,21.997808121713984,7.142857142857143,100
2001-08-22,37.45,37.84,36.53999,37.69,52.27579730797221,44.815142378242285,41.87452584154658,40.068471017492044,51.36243980000011,43.48499919999983,41.92680000000013,40.685500999999974,40.685500999999974,44.576000031765055,36.79500196823489,65213200,37.47513568468611,41.31749866520539,NaN,NaN,NaN,NaN,NaN,NaN,-0.3662745162110317,-1.2954036177934185,-0.9291291015823868,16.45219391674683,9.572470203516106,-119578778,-896430382.6612769,11.239651117253395,29.834656918847593,24.564002910451382,0,100
2001-08-23,37.679,38.46001,37.299,37.32001,52.12698350391279,44.6667239153068,41.6959173771722,39.80671282534995,51.13685235000011,43.484199399999824,41.782200200000126,40.496500999999974,40.496500999999974,44.646686671529,36.34631532847095,54614000,36.317330679944035,40.1640618218842,NaN,NaN,NaN,NaN,NaN,NaN,-0.3383354033530366,-1.3520483557736824,-1.0137129524206459,12.361608996484973,9.785953276372815,-174192778,-949067758.6184173,13.57664829122071,28.180990767005948,26.621567287494997,0,92.85714285714286
2001-08-24,37.86,39.39,37.75,39.3,51.999351827256945,44.56045215460765,41.60195983296937,39.75845446103091,50.9227273500001,43.53059939999983,41.72320020000012,40.36400099999997,40.36400099999997,44.48924125581118,36.23876074418877,58447392,45.9424526188398,39.92105402644688,NaN,NaN,NaN,NaN,NaN,NaN,-0.16748744409890248,-1.223072257544274,-1.0555848134453716,43.949063856484436,24.254288923238747,-115745386,-897035324.276954,16.59220798366424,25.470312167026144,27.875519757273622,0,85.71428571428571
2001-08-27,39.28,39.89999,38.83,39.35001,51.8734877294733,44.457275082239185,41.51364807481371,39.71955498855177,50.74096180000011,43.58359949999983,41.65820020000012,40.24650149999998,40.24650149999998,44.34662826903754,36.14637473096242,50918800,46.16378149023823,39.76542220412988,NaN,NaN,NaN,NaN,46.16378149023823,NaN,-0.038808197915556786,-1.1040950608398177,-1.065286862924261,45.990507364975365,34.10039340598159,-64826586,-898461539.8827076,18.17133869175883,24.175820817835582,28.777581300533402,0,78.57142857142857
2001-08-28,39.32001,39.44,38.011,38.12,51.73663710529943,44.33178448655128,41.38056383658572,39.567216418213505,50.55312430000011,43.591699499999834,41.58000020000012,40.064501999999976,40.064501999999976,44.202716166540014,35.92628783345994,65266800,41.64725478270319,39.806264124222785,NaN,NaN,NaN,NaN,NaN,NaN,-0.0249044971653003,-1.0964174843808863,-1.071512987215586,30.620289495562886,40.18662023900756,-130093386,-953771613.2207067,16.93354048690387,26.433051375491285,29.00034649940247,0,71.42857142857143
2001-08-29,38.37,38.45,37.13,37.56,51.59557603957506,44.197689744243334,41.23073780377844,39.37605294981222,50.382174300000116,43.60429949999983,41.494800000000126,39.787501499999976,39.787501499999976,43.8160922796822,35.75891072031775,59040496,39.74089478936391,39.64685301420429,NaN,NaN,NaN,NaN,NaN,NaN,-0.04085350436761681,-1.1225798676751069,-1.08172636330749,19.767597349617525,32.12613140338526,-189133882,-974346331.5237371,15.858901915964783,28.991170091814855,29.544076186531544,21.428571428571427,64.28571428571429
2001-08-30,36.8,37.31,35.75,36.17,51.442087720773316,44.03872559089198,41.03227749774791,39.07071457363963,50.212711800000115,43.59549949999983,41.36280000000013,39.400501499999976,39.400501499999976,43.25390678807191,35.54709621192804,76090496,35.408415591107584,39.28666826487215,NaN,NaN,NaN,NaN,NaN,NaN,-0.1275530848278994,-1.2411677193423643,-1.1136146345144649,7.05882352941179,19.1489034581974,-265224378,-1009465021.9852754,14.50004613931479,33.03990877470698,30.322039509047773,14.285714285714286,100
2001-08-31,36.03799,37.03,35.94,36.63,51.294703763352686,43.892018153448575,40.859639164502894,38.838265566626326,50.01664305000012,43.56379949999983,41.228399800000126,39.073001999999974,39.073001999999974,42.69210930320533,35.45389469679462,54299696,37.824145211044346,38.77635687106552,NaN,NaN,NaN,NaN,NaN,NaN,-0.13569942132357737,-1.2832389111689366,-1.1475394898453593,14.789915966386591,13.8721122818053,-210924682,-995018313.8751833,13.736710392887272,31.300566486818926,31.6957376440557,7.142857142857143,92.85714285714286
2001-09-04,36.51801,37.5,35.35001,35.47,51.13724402441385,43.725245516746625,40.64828076589494,38.51747836980477,49.80711805000013,43.508499499999836,41.072799800000126,38.72150199999997,38.72150199999997,42.30635768693012,35.136646313069825,74060320,34.33663885215498,38.169352688554206,NaN,NaN,NaN,NaN,NaN,NaN,-0.19725839086542996,-1.3941124784271466,-1.1968540875617166,2.1503661303445782,7.999701875380983,-284985002,-1060812085.847704,12.355095664750571,30.912430522111283,33.69834419284017,0,100
2001-09-05,35.49001,35.91,34.14999,35.33,50.97995801422068,43.55900303126649,40.439720735859844,38.213909001251935,49.61939305000013,43.43379949999983,40.91219980000013,38.374001999999976,38.374001999999976,41.857684083100274,34.89031991689968,95447120,33.93002257073408,37.94000682143997,NaN,NaN,NaN,NaN,NaN,NaN,-0.2235247322531404,-1.476260002878142,-1.2527352706250017,20.521913043478186,12.487398380069786,-380432122,-1028272937.506956,11.34881717233937,33.947950271208974,35.27154988017191,0,100
2001-09-06,34.74001,35.52,33.78,33.89999,50.81000808373092,43.367735446488936,40.183260707002596,37.803059572561274,49.42475240000013,43.37029939999984,40.71999980000013,38.04400149999997,38.04400149999997,41.89105527037315,34.19694772962679,88601008,30.019568803296536,37.2425294079569,NaN,NaN,NaN,NaN,NaN,NaN,-0.308109379449264,-1.6378719949365816,-1.3297626154873177,1.9606241186668825,8.210967764163216,-469033130,-1104654135.2196915,10.443238720760812,32.935818413489386,36.45245169476315,50,100
2001-09-07,33.621,35.10001,33.35001,33.7,50.63975924707688,43.17629514061787,39.92901518908093,37.41229199422211,49.24395555000013,43.29479939999984,40.51820000000013,37.69550149999997,37.69550149999997,41.783154848088984,33.60784815191096,95522496,29.507382937848845,36.93625726038856,NaN,NaN,NaN,NaN,NaN,NaN,-0.34561349748835335,-1.7617794873477592,-1.416165989859406,5.343375094275174,9.275304085473415,-564555626,-1161968724.5053594,9.612463265491355,32.2703730766797,37.63423098676766,42.857142857142854,100
2001-09-10,33.49001,34.32001,33.342,34.10001,50.47518462770298,42.99656672199177,39.70042675029344,37.096836566200956,49.065705600000136,43.18029949999984,40.31320000000013,37.38650199999997,37.38650199999997,41.5789443020663,33.194059697933646,80367872,32.006229090853736,36.59690503369557,NaN,NaN,NaN,NaN,NaN,NaN,-0.31256410275121493,-1.8068711182984245,-1.4943070155472096,11.558572062476435,6.287523758472832,-484187754,-1117757807.6285186,9.173263354529086,30.833339148125443,38.72579338234589,35.714285714285715,100
2001-09-17,31.25,32.8,31.09,31.2,50.28339174583529,42.762971341358266,39.36707668165448,36.53523308370563,48.88858060000014,43.009299499999834,40.02320000000013,36.891501499999976,36.891501499999976,41.52755623890688,32.25544676109307,97736880,25.068246931494443,36.09910714530779,NaN,NaN,NaN,NaN,NaN,NaN,-0.4469128070744526,-2.0529480243902754,-1.6060352173158228,1.2485825750085913,6.0501765772534,-581924634,-1202920352.189922,7.9667839407536665,36.618130460517364,40.13203808011203,28.571428571428573,100
2001-09-18,31.53,32.5,30.37,30.5,50.0865420767225,42.520140225687804,39.019348184334696,35.96044898049557,48.68889310000014,42.83029959999983,39.72420000000013,36.386500999999974,36.386500999999974,41.47497353585274,31.29802846414721,66274192,23.731039855890444,35.117386014679525,NaN,NaN,NaN,NaN,NaN,NaN,-0.5377225125033176,-2.2781883579449698,-1.7404658454416522,1.3641147577279618,4.723756465070996,-648198826,-1261104736.7157438,7.241024916914222,36.361660693588114,41.66880325299443,21.428571428571427,100
2001-09-19,30.64,31,28.25999,29.97,49.88637747894417,42.271622597456364,38.66447178494902,35.389930029972184,48.49093060000014,42.67849969999984,39.41080000000014,35.93000049999998,35.93000049999998,41.570980265972295,30.289020734027655,116627504,22.741886338833467,34.14771141888591,NaN,NaN,NaN,NaN,NaN,NaN,-0.5844078408761866,-2.4709756465368855,-1.886567805660699,14.690807560137454,5.767834964291335,-764826330,-1232160364.6167223,6.429596269681652,40.91641696016855,44.373510811735564,14.285714285714286,100
2001-09-20,29.3,30.09,28.8,28.97,49.6782543199497,42.008224130180004,38.28429642083337,34.77850812235579,48.308515000000135,42.52519969999984,39.12120000000013,35.40050049999998,35.40050049999998,41.544775383019854,29.256225616980103,90830688,20.966165262993982,32.36369089346835,NaN,NaN,NaN,NaN,NaN,NaN,-0.6296518607958244,-2.6736326316554795,-2.043980770859655,6.099742268041239,7.384888195302217,-855657018,-1299051181.3609087,6.083930191430091,38.716680492512005,48.06872820697631,7.142857142857143,92.85714285714286
2001-09-21,27.41,28.97,27.2,28.19,49.46444084412931,41.73459592958238,37.888441659232065,34.151031158321906,48.13477750000013,42.35609959999984,38.852000200000134,34.92200099999998,34.92200099999998,41.713252144235824,28.130749855764133,112285184,19.67566814288388,30.471682797228755,NaN,NaN,19.67566814288388,NaN,NaN,NaN,-0.6561457402172719,-2.864162946131245,-2.208017205913973,8.088235294117665,9.62626170743212,-967942202,-1285729210.3778577,5.63618919493472,42.51993210163552,52.52678737666565,0,100
2001-09-24,29.08,30,28.59,29.61,49.26688421881459,41.4945049210758,37.563796888281786,33.71855200038649,47.96790565000013,42.212699599999844,38.60400040000013,34.48850099999997,34.48850099999997,41.47116829639095,27.505833703608992,85674496,28.325028455927907,29.52009520245909,NaN,NaN,NaN,NaN,NaN,NaN,-0.5276041926212449,-2.867522446690529,-2.339918254069284,21.422222222222217,11.870066594793707,-882267706,-1247449116.4204109,9.47990038964116,39.3322064227912,55.33053378666159,0,92.85714285714286
